總機構代號,機構代號,機構名稱,地址,電話,負責人,異動日期,金融機構網址,公告日期
008,0081865,華南商業銀行土城分行,新北市土城區中央路一段268號1、2樓,02-22672345-,林慧萍,20240130,,20240327
008,0081876,華南商業銀行北新分行,新北市新店區民權路129號,02-22180111-,紀淑芬,20240130,,20240327
008,0081898,華南商業銀行天母分行,台北市士林區忠誠路一段109、111、113號1、2樓,02-28380777,林玉珍,20230703,,20240327
008,0081902,華南商業銀行內湖分行,台北市內湖區成功路四段157號1-2樓、159號1樓,02-27961266,郭泰良,20230703,,20240327
008,0081913,華南商業銀行樹林分行,新北市樹林區中山路一段189號,02-26870656-,邱瑞卿,20230703,,20240327
008,0081924,華南商業銀行樟樹灣分行,新北市汐止區大同路一段276號,02-26472611-,郭嘉琦,20230802,,20240327
008,0081935,華南商業銀行泰山分行,新北市泰山區明志路二段210號1、2樓、212號1、2樓,02-22968388-,林碧容,20240130,,20240327
008,0081946,華南商業銀行三峽分行,新北市三峽區和平街65號,02-26747711,張北雄,20240130,,20240327
008,0081957,華南商業銀行文山分行,台北市文山區木柵路1段52號,02-22360288,林秀娥,20230703,,20240327
008,0081968,華南商業銀行鶯歌分行,新北市鶯歌區國慶街101號,02-26777711,丘紘昱,20230703,,20240327
008,0081979,華南商業銀行北新莊分行,新北市新莊區中華路2段211號,02-66371688,蔡淑芬,20230703,,20240327
008,0081980,華南商業銀行北土城分行,新北市土城區裕民路149號1樓,02-22635656,陳梨花,20230703,,20240327
008,0081991,華南商業銀行林口站前分行,新北市林口區文化三路一段331號,02-26098399,林文箴,20230703,,20240327
008,0082002,華南商業銀行基隆分行,基隆市仁愛區仁一路305號,02-24222192,吳如錦,20230703,,20240327
008,0082013,華南商業銀行基隆港口分行,基隆市仁愛區忠二路46號,02-24282121,劉慧玲,20230703,,20240327
008,0082116,華南商業銀行七堵分行,基隆市七堵區明德一路81.83.85號,02-24567101,辛春美,20230703,,20240327
008,0082208,華南商業銀行羅東分行,宜蘭縣羅東鎮公正路85號,03-9543611-,徐娟娘,20230703,,20240327
008,0082219,華南商業銀行宜蘭分行,宜蘭縣宜蘭市中山路三段140號,03-9354911,李芳菲,20230703,,20240327
008,0082404,華南商業銀行桃園分行,桃園市桃園區南華街79號,03-3321121,湯敏蓉,20230703,,20240327
008,0082415,華南商業銀行中壢分行,桃園市中壢區民族路35號,03-4936999,黃重陽,20230802,,20240327
008,0082426,華南商業銀行楊梅分行,桃園市楊梅區大成路95號,03-4755131-,詹瑞春,20230703,,20240327
008,0082437,華南商業銀行壢昌分行,桃園市中壢區中正路175號,03-4253151,許嚴,20230926,,20240327
008,0082448,華南商業銀行北桃園分行,桃園市桃園區大興西路二段94號1.2.3樓,03-3011234,謝鎮鋒,20230802,,20240327
008,0082459,華南商業銀行南崁分行,桃園市蘆竹區南崁路1段99號1樓,03-3521212,姚淑貞,20230703,,20240327
008,0082460,華南商業銀行平鎮分行,桃園市平鎮區環南路二段265號,03-4689688,李彩旭,20230703,,20240327
008,0082471,華南商業銀行八德分行,桃園市八德區介壽路二段307號,03-3679911,邱淑敏,20230703,,20240327
008,0082482,華南商業銀行龜山分行,桃園市龜山區萬壽路2段1227號,03-3505822-,吳佳珞,20230802,,20240327
008,0082493,華南商業銀行龍潭分行,桃園市龍潭區中正路8號1、2及3樓,03-4090666,林秋燕,20230703,,20240327
008,0082507,華南商業銀行大溪分行,桃園市大溪區慈湖路87號,03-3878833,王章秀,20230703,,20240327
008,0082518,華南商業銀行內壢分行,桃園市中壢區環中東路260號,03-4626969,楊政達,20230802,,20240327
008,0082529,華南商業銀行林口分行,桃園市龜山區復興一路300號,03-3183456,洪明慧,20230703,,20240327
008,0082600,華南商業銀行觀音分行,桃園市觀音區中山路二段780號,03-4081731,張希良,20230703,,20240327
008,0082622,華南商業銀行大園分行,桃園市大園區中正東路108號,03-3867272,李辛,20230802,,20240327
008,0082688,華南商業銀行青埔分行,領航南路三段79號1、2樓,03-2871683,陳淑惠,20240318,,20240327
008,0083009,華南商業銀行新竹分行,新竹市東區東門街131號,03-5217110,李芳倫,20230703,,20240327
008,0083010,華南商業銀行竹東分行,新竹縣竹東鎮朝陽路9號1樓,03-5969372-,顏智惟,20230703,,20240327
008,0083021,華南商業銀行竹科分行,新竹市東區關新路172、176、178、180號1、2樓,(03)612-6969,劉瑞環,20230703,,20240327
008,0083102,華南商業銀行新豐分行,新竹縣新豐鄉建興路一段155之16號,03-5592130,張淑芬,20230703,,20240327
008,0083135,華南商業銀行六家分行,新竹縣竹北市自強南路6號1樓、2樓,03-6673289,林幼雪,20230703,,20240327
008,0083205,華南商業銀行竹南分行,苗栗縣竹南鎮博愛街10號,037-472651-,秀媛,20230703,,20240327
008,0083216,華南商業銀行頭份分行,苗栗縣頭份市中華路922號,037-663577,柯柏松,20230802,,20240327
008,0083227,華南商業銀行苗栗分行,苗栗縣苗栗市中正路686號,037-353711,何溯雲,20230703,,20240327
008,0083238,華南商業銀行竹北分行,新竹縣竹北市縣政九路159號1、2樓,03-5542277-,馬藝英,20230802,,20240327
008,0083515,華南商業銀行大眾分行,新竹市東區西大路118號,03-5212191-,簡美玲,20230703,,20240327
008,0084006,華南商業銀行豐原分行,台中市豐原區信義街95號,04-5273180,劉貫中,20240130,,20240327
008,0084017,華南商業銀行東勢分行,台中市東勢區三民街282號1樓,04-25871180,陳慧霜,20240130,,20240327
008,0084028,華南商業銀行清水分行,台中市清水區中山路241號,04-26237171,歐青雲,20240130,,20240327
008,0084039,華南商業銀行西豐原分行,台中市豐原區圓環南路225號1-3樓,04-25275123,蔡安定,20230703,,20240327
008,0084202,華南商業銀行台中分行,台中市中區民權路174號,04-22261111,張君儀,20230703,,20240327
008,0084224,華南商業銀行南台中分行,台中市東區復興路四段53號1、2樓,04-2294471,王麗芬,20240130,,20240327
008,0084235,華南商業銀行北台中分行,台中市北區五權路338號,04-2025131,黃金春,20230802,,20240327
008,0084246,華南商業銀行台中港路分行,台中市西屯區台灣大道二段689號,04-23266555,劉秀鈴,20230703,,20240327
008,0084257,華南商業銀行大里分行,台中市大里區東榮路37、39號1、2樓及地下1樓,04-24835151,何秉裕,20230802,,20240327
008,0084268,華南商業銀行水湳分行,台中市北屯區文心路四段81號1、2樓及地下1樓,04-2924456,蔡慧娟,20230802,,20240327
008,0084279,華南商業銀行五權分行,台中市西區忠明南路270號,04-3755981,王志銘,20230703,,20240327
008,0084291,華南商業銀行大甲分行,台中市大甲區新正路6號,04-26805111,王惠娟,20220726,,20240327
008,0084305,華南商業銀行太平分行,台中市太平區中興東路五十八號,04-22771919,謝靜宜,20230703,,20240327
008,0084316,華南商業銀行中科分行,台中市西屯區工業區一路16號1樓及2樓,04-23591778,邵森生,20230703,,20240327
008,0084512,華南商業銀行沙鹿分行,台中市沙鹿區沙田路112號,04-26629951,吳西章,20230703,,20240327
008,0085003,華南商業銀行草屯分行,南投縣草屯鎮太平路二段317號,049-2323881,張元俊,20230703,,20240327
008,0085014,華南商業銀行南投分行,南投縣南投市復興路236號,049-2222701,楊典同,20240130,,20240327
008,0085209,華南商業銀行彰化分行,彰化縣彰化市光復路152號,04-7242151,施淑華,20230703,,20240327
008,0085210,華南商業銀行和美分行,彰化縣和美鎮彰美路五段300號,04-7556101-,何滿零,20230703,,20240327
008,0085221,華南商業銀行員林分行,彰化縣員林市中山路一段753號,04-8358161-,陳裕芬,20230703,,20240327
008,0085232,華南商業銀行鹿港分行,彰化縣鹿港鎮民權路279號,04-7745988,翁嘉利,20230703,,20240327
008,0085243,華南商業銀行溪湖分行,彰化縣溪湖鎮西環路250號,04-8821811,林文達,20230802,,20240327
008,0085405,華南商業銀行斗六分行,雲林縣斗六市大同路45號,05-5339711,黃建明,20230703,,20240327
008,0085416,華南商業銀行虎尾分行,雲林縣虎尾鎮中正路50號,05-6334901,葉昭富,20230703,,20240327
008,0085427,華南商業銀行西螺分行,雲林縣西螺鎮光復西路239號,05-5882868,楊麗芳,20230703,,20240327
008,0086000,華南商業銀行嘉義分行,嘉義市西區中山路320號,05-2232050,柯振隆,20240130,,20240327
008,0086011,華南商業銀行嘉南分行,嘉義市西區蘭井街469號,05-2236321-,黃波,20230703,,20240327
008,0086022,華南商業銀行朴子分行,嘉義縣朴子市文化南路2號1樓,05-3701133,胡中和,20240130,,20240327
008,0086206,華南商業銀行新營分行,台南市新營區新進路二段109號,06-6322295,唐素梅,20230703,,20240327
008,0086217,華南商業銀行麻豆分行,台南市麻豆區中山路36號,06-5727241,鄭琇霙,20240130,,20240327
008,0086228,華南商業銀行永康分行,台南市永康區中華路800號1樓,06-2015531,林清郎,20220726,,20240327
008,0086402,華南商業銀行台南分行,台南市中西區永福路二段154號,06-2222111,陳欣,20230703,,20240327
008,0086424,華南商業銀行東台南分行,台南市東區林森路二段90號,06-2747027,邱美靜,20230703,,20240327
008,0086435,華南商業銀行西台南分行,台南市中西區康樂街156號,06-2211622,周清耀,20230703,,20240327
008,0086446,華南商業銀行北台南分行,台南市北區成功路294號,06-2221171,胡美秀,20230802,,20240327
008,0086457,華南商業銀行南都分行,台南市東區長榮路一段203號1、2樓,06-2360789,李榮新,20230802,,20240327
008,0086468,華南商業銀行安南分行,台南市安南區安和路四段467之1號,06-3567272,林月春,20230703,,20240327
008,0086479,華南商業銀行仁德分行,台南市仁德區中山路511號,06-2490651,黃小芬,20240130,,20240327
008,0086480,華南商業銀行新市分行,台南市新市區中正路232之1號,06-5893535,邱麗純,20240130,,20240327
008,0086815,華南商業銀行金華分行,台南市南區金華路二段172號,06-2911835,謝騏森,20240130,,20240327
008,0087007,華南商業銀行高雄分行,高雄市鹽埕區五福四路178號1-5樓,07-5611241,賴惠玲,20230703,,20240327
008,0087018,華南商業銀行東苓分行,高雄市苓雅區中正一路120號,07-7130701,謝玉霞,20230802,,20240327
008,0087029,華南商業銀行新興分行,高雄市新興區中山一路117號,07-2864191,羅琇琴,20230703,,20240327
008,0087030,華南商業銀行高雄三民分行,高雄市前金區七賢二路189號,07-2859161,洪靜如,20230703,,20240327
008,0087041,華南商業銀行苓雅分行,高雄市苓雅區中山二路489號,07-3353141-,游奇峰,20230703,,20240327
008,0087052,華南商業銀行前鎮分行,高雄市前鎮區一心二路33號,07-3358231,鐘美珠,20230802,,20240327
008,0087063,華南商業銀行高雄博愛分行,高雄市三民區九如二路150號,07-3113531-,蔡智安,20230703,,20240327
008,0087074,華南商業銀行南高雄分行,高雄市前鎮區三多三路153號,07-3368101-,林淑娟,20230703,,20240327
008,0087085,華南商業銀行東高雄分行,高雄市新興區六合一路78號,07-2385901-,陳沿秀,20240130,,20240327
008,0087096,華南商業銀行大昌分行,高雄市三民區大昌二路57號,07-3806150-,楊正彥,20230802,,20240327
008,0087100,華南商業銀行北高雄分行,高雄市左營區博愛三路6號,07-3464601-,吳玉華,20230802,,20240327
008,0087111,華南商業銀行楠梓分行,高雄市楠梓區興楠路336號,07-3513299,楊三發,20230802,,20240327
008,0087122,華南商業銀行左營分行,高雄市左營區博愛四路166號1、2樓,07-3438911,黃麗琴,20230703,,20240327
008,0087199,華南商業銀行岡山分行,高雄市岡山區岡山路331號,07-6211091-,羅平漢,20230703,,20240327
008,0087203,華南商業銀行鳳山分行,高雄市鳳山區中山路145號,07-7472121-,王麗香,20230703,,20240327
008,0087214,華南商業銀行路竹分行,高雄市路竹區大社路90之2號,07-6072233,詹慶鑫,20230703,,20240327
008,0087225,華南商業銀行仁武分行,高雄市仁武區中正路41號,(07)371-1101,孫銘宏,20230703,,20240327
008,0087513,華南商業銀行籬仔內分行,高雄市前鎮區班超路132號,07-7112366-,李麗梅,20230703,,20240327
008,0087524,華南商業銀行五甲分行,高雄市鳳山區五甲二路642號,07-8414495-,謝家興,20240130,,20240327
008,0087535,華南商業銀行光華分行,高雄市苓雅區光華一路148之19號,07-7161601,郭淑玲,20240130,,20240327
008,0087605,華南商業銀行小港分行,高雄市小港區二苓路180號,07-8013993,夏鴻翔,20240130,,20240327
008,0087650,華南商業銀行高雄桂林分行,高雄市小港區桂陽路44號,07-7913917,陳素雲,20230802,,20240327
008,0088004,華南商業銀行屏東分行,屏東縣屏東市復興路36號,08-7323831,周月惠,20240130,,20240327
008,0088015,華南商業銀行內埔分行,屏東縣內埔鄉廣濟路187號,08-7799911,陳慧卿,20230703,,20240327
008,0088026,華南商業銀行潮州分行,屏東縣潮州鎮新生路71號,08-7883001,黃淑華,20230703,,20240327
008,0088130,華南商業銀行佳冬分行,屏東縣佳冬鄉佳冬村佳昌路155號,08-8662811,羅寶珠,20230703,,20240327
008,0088200,華南商業銀行花蓮分行,花蓮縣花蓮市中山路78號1-3樓,03-8323181-,李純純,20230703,,20240327
008,0088303,華南商業銀行台東分行,台東縣台東市中華路一段347號,089-310121-,黃玲枝,20230703,,20240327
008,0088886,華南商業銀行營運總部分行,台北市信義區松仁路123號,02-27206988,廖女惠,20230703,,20240327
008,0089012,華南商業銀行洛杉磯分行,707， Wilshire Blvd.， Suite 3100， Los Angeles， CA90017， U.S.A,002-1-213-3626666,王瑞鵬,20150120,,20240327
008,0089023,華南商業銀行紐約分行,330 Madison Ave.， 38th Floor， New York， NY 10017， U.S.A.,002-1-212-2861999,彭子娟,20150120,,20240327
008,0089034,華南商業銀行倫敦分行,6th Fl.， 140 Fenchurch Street， London EC3M 6BL ， U.K,002-44-207-2207979,連志豪,20150120,,20240327
008,0089056,華南商業銀行香港分行,香港灣仔港灣道18號中環廣場56樓5601-03室,002-852-28240288,陳清溪,20221020,,20240327
008,0089078,華南商業銀行新加坡分行,80 Robinson Road， #14-03， Singapore 068898,002-65-63242566,張惠龍,20220923,,20240327
008,0089090,華南商業銀行深圳分行,中國大陸廣東省深圳市福田區中心四路1號嘉里建設廣場第1座18樓03─04室,002-86-755-25832208,蕭雅琴,20160718,,20240327
008,0089104,華南商業銀行胡志明市分行,10th Floor， Royal Tower， 235 Nguyen Van Cu Street， District 1， Ho Chi Minh City， Vietnam,002-84-8-38371888,黃桂雪,20091216,,20240327
008,0089126,華南商業銀行河內代表辦事處,Suite 303， DMC Tower， 535 Kim Ma Str.， Ba Dinh Ha Noi， Vietnam,002-84-4-22203168,陳金堂,20100505,,20240327
008,0089137,華南商業銀行澳門分行,AVENIDA DOUTOR MARIO SOARES， FINANCE AND IT CENTER OF MACAU， 17TH FLOOR B.C. ， MACAU,002-853-28757136,林秀容,20150120,,20240327
008,0089148,華南商業銀行雪梨分行,Suite 603 Level 6， 60 Carrington Street， Sydney NSW 2000， Australia,002-61-2-8296-0100,楊世彬,20221020,,20240327
008,0089159,華南商業銀行深圳寶安支行,深圳市寶安區西鄉街道寶源路財富港大廈D座1901 A.B.C單位,002-86-755-23007117,柳惠蒂,20180503,,20240327
008,0089160,華南商業銀行上海分行,上海市靜安區南京西路1788號35層03和04單元,002-86-21-60100855,李文仁,20201020,,20240327
008,0089171,華南商業銀行福州分行,福建省福州市台江區光明南路1號升龍匯金中心28樓2808室,002-86-591-2830-1688,陳料揮,20150515,,20240327
008,0089182,華南商業銀行馬尼拉分行,Unit 2&3 26F NO 6789 AYALA AVENUE MAKATI CITY METRO MINILA PHILIPPINE,+63-2-88128168,王文堂,20221003,,20240327
008,0089193,華南商業銀行仰光代表人辦事處,SUITE 10-06 10F 422 STRAND ROAD INTERNATIONAL COMMERCIAL CENTRE BOTAHTAUNG TOWNSHIP YANGON MYANMAR,+95-1-202052,宋開濟,20210126,,20240327
008,0089207,華南商業銀行曼谷代表人辦事處,No.98 Sathorn Square Office Tower， 31st Floor， Room 3108， North Sathorn Road， Silom， Bangrak， Bangkok 10500,+66-2-002-6886,趙元碩,20210310,,20240327
009,,彰化商業銀行股份有限公司,台中市中區公園里自由路二段38號,04-22222001,,20240205,https://www.bankchb.com,20240327
009,0090888,彰銀商業銀行有限公司,中國江蘇省南京市建鄴區江東中路371號,86-025-88811000,徐明正,20220930,,20240327
009,0091094,彰化商業銀行信託處,臺北市中山區中山北路2段57號12樓,02-25362951#2270,陳瑞珍,20230630,,20240327
009,0092026,彰化商業銀行新加坡分行,No. 1 Finlayson Green #08-00 Singapore 049246,65-6532-0820,鄭凱鴻,20220930,,20240327
009,0092033,彰銀商業銀行有限公司昆山分行,中國江蘇省昆山市黑龍江北路88號A座1、2樓,86-512-5736-7576,鄭清隆,20220930,,20240327
009,0092040,彰化商業銀行股份有限公司馬尼拉分行,43/F，AIA Tower，8767 Paseo de Roxas， Makati City，Metro Manila，1226，Philippines,63-2-7621-0088,周宏傑,20230518,,20240327
009,0092057,彰銀商業銀行有限公司昆山花橋支行,中國江蘇省昆山市花橋鎮商銀路538號1號房,86-512-36690188,林嘉賢,20220930,,20240327
009,0092064,彰化商業銀行股份有限公司東京分行大阪出張所,11F Grand Front Osaka Tower－B， 3-1， Ofuka-cho， Kita-Ku， Osaka City， Osaka 530-0011， Japan,+81-6-6676-8928,陳雅靜,20240325,,20240327
009,0092071,彰銀商業銀行有限公司東莞分行,中國廣東省東莞市東城區東莞大道11號台商大廈1座8樓801室,86-769-23660101,陳順興,20220930,,20240327
009,0092088,彰銀商業銀行有限公司福州分行,中國福建省福州市鼓樓區鼓東街道五四路128-1號恆力城辦公樓第14層04、05單元,86-591-86211320,蔡玉虹,20220930,,20240327
009,0092095,彰化商業銀行仰光代表人辦事處,422/426 Corner of Strand Road and Botahtaung Pagoda Road， #10-02， Botahtaung Township， Yangon， Republic of the Union of,95-1-202095,方彥茂,20220930,,20240327
009,0092113,彰化商業銀行國際營運處,臺北市中山區中山北路二段57號2樓,02-25362951,胡榮健,20230908,,20240327
009,0092120,彰化商業銀行國際金融業務分行,臺北市中山區中山北路二段57號10樓,02-25362951-,鄭黎明,20230703,,20240327
009,0092144,彰化商業銀行紐約分行,685 Third Avenue， 29th Floor， New York， N.Y. 10017， U.S.A.,1-212-6519770,謝政義,20140811,,20240327
009,0092151,彰化商業銀行洛杉磯分行,515 South Flower Street， Suite 850， Los Angeles， CA 90071， U.S.A.,1-213-620-7200,沈鈺堂,20230704,,20240327
009,0092168,彰化商業銀行東京分行,Marunouchi Trust Tower Main 7th Fl.， 1-8-3 Marunouchi， Chiyoda-ku， Tokyo 100-0005， JAPAN,81-3-3212-8888,劉光武,20220930,,20240327
009,0092175,彰化商業銀行倫敦分行,4th Floor，6-8 Tokenhouse Yard， London EC2R 7AS， United Kingdom,44-20-7600-6600,戴慧貞,20220930,,20240327
009,0092199,彰化商業銀行香港分行,1401， Tower II ，The Gateway， 25 Canton Rd， Tsimshatsui， Kowloon， Hong Kong,852-29561212,林惠琴,20220930,,20240327
009,0092200,彰化商業銀行總行營業部,臺中市中區自由路二段38號,04-22230001 -,曾麗芬,20230908,,20240327
009,0092606,彰銀商業銀行有限公司南京分行,中國江蘇省南京市建鄴區江東中路371號,86-25-88811000,黃挺珍,20220930,,20240327
009,0093003,彰化商業銀行吉林分行,臺北市中山區南京東路二段98號,02-25626151-9,蔡桂芳,20230703,,20240327
009,0093010,彰化商業銀行城內分行,臺北市中正區衡陽路66號、68號1樓,02-23113791-,蔣志宏,20230703,,20240327
009,0094004,彰化商業銀行北臺中分行,臺中市西區臺灣大道二段6號,04-22011122-,黃佟生,20220930,,20240327
009,0094011,彰化商業銀行南台中分行,臺中市南區台中路102號1樓、2樓、地下1樓,04-22243181-,李祐成,20220224,,20240327
009,0094028,彰化商業銀行北屯分行,臺中市北區北屯路10號1樓、2樓、3樓、地下1樓,04-22322922-,陳原芬,20130217,,20240327
009,0094035,彰化商業銀行水湳分行,臺中市北屯區文心路三段447號,04-22969966-,邱美綾,20170901,,20240327
009,0094042,彰化商業銀行南屯分行,臺中市南屯區文心路一段306號、306-1號,04-23220011-,林俊宏,20130217,,20240327
009,0094059,彰化商業銀行台中分行,臺中市南區復興路二段78號一、二、三樓,04-22650011-,魏榮宏,20220224,,20240327
009,0094108,彰化商業銀行基隆分行,基隆市仁愛區愛四路60號1樓、2樓、3樓,02-24233933-,陳俊元,20130217,,20240327
009,0094115,彰化商業銀行仁愛分行,基隆市仁愛區孝二路100號,02-24233941-,饒永華,20130217,,20240327
009,0094122,彰化商業銀行東基隆分行,基隆市信義區信一路57號1樓,02-24233861,杜信光,20130217,,20240327
009,0094202,彰化商業銀行宜蘭分行,宜蘭縣宜蘭市光復路16、18、20號1-3樓,03-9352510-,許高榮,20170901,,20240327
009,0094219,彰化商業銀行羅東分行,宜蘭縣羅東鎮中正路194號,03-9551171,徐希鵬,20220224,,20240327
009,0095005,彰化商業銀行北門分行,臺北市大同區延平北路一段18號,02-25586271,許麗珠,20240308,,20240327
009,0095012,彰化商業銀行台北分行,臺北市中正區重慶南路一段27號,02-23617211-,邱懿慧,20230703,,20240327
009,0095029,彰化商業銀行萬華分行,臺北市萬華區康定路304號,02-23060201-,侯毅傑,20230703,,20240327
009,0095036,彰化商業銀行西門分行,臺北市萬華區西寧南路169-2號,02-23719271-,楊惠蘭,20230703,,20240327
009,0095043,彰化商業銀行永樂分行,臺北市大同區迪化街一段120號1、2樓,02-25585151,王世懋,20230703,,20240327
009,0095050,彰化商業銀行建成分行,臺北市大同區延平北路一段126、128、130、130之1號1樓及110號二樓之1、110號二樓之2,02-25555121,薛淑滿,20230703,,20240327
009,0095067,彰化商業銀行大同分行,臺北市大同區重慶北路三段199號,02-25919113-,胡愛芬,20130217,,20240327
009,0095074,彰化商業銀行承德分行,臺北市士林區承德路四段81號1、2樓、81之1號1樓、81之2號1樓,02-28868989,黃志煌,20230630,,20240327
009,0095081,彰化商業銀行中山北路分行,臺北市中山區中山北路二段111號,02-25711241-,謝雪妮,20130719,,20240327
009,0095109,彰化商業銀行東門分行,臺北市中正區信義路二段139號一、二樓及135號二樓,02-23921241-,林素眞,20220406,,20240327
009,0095116,彰化商業銀行古亭分行,臺北市大安區羅斯福路二段25號,02-23517211-,趙景興,20130217,,20240327
009,0095123,彰化商業銀行五分埔分行,臺北市南港區中坡北路92號1樓,02-27852787,張雅榛,20230630,,20240327
009,0095130,彰化商業銀行大安分行,臺北市大安區和平東路一段177號,02-23213214-,謝秀娥,20130217,,20240327
009,0095147,彰化商業銀行城東分行,臺北市中山區南京東路三段188號,02-27153535-,賴月秋,20220224,,20240327
009,0095154,彰化商業銀行中崙分行,臺北市中山區八德路2段201號、201-1號1樓,02-27312211-,鄧之鳳,20230703,,20240327
009,0095161,彰化商業銀行雙園分行,臺北市萬華區莒光路312號,02-23042141-9,賴聰明,20170901,,20240327
009,0095178,彰化商業銀行士林分行,臺北市士林區福德路21號,02-28822354-,丁錦香,20130217,,20240327
009,0095185,彰化商業銀行總部分行,臺北市中山區中山北路二段57號1樓、2樓、地下1樓,02-25514256-,陳凌鈴,20220224,,20240327
009,0095192,彰化商業銀行松山分行,臺北市信義區永吉路165號,02-27625242-,潘德承,20130217,,20240327
009,0095203,彰化商業銀行忠孝東路分行,臺北市大安區忠孝東路四段164號,02-27713151,吳錫龍,20231130,,20240327
009,0095210,彰化商業銀行信義分行,臺北市大安區信義路四段155號,02-27039081-,沈秋敏,20130217,,20240327
009,0095227,彰化商業銀行東台北分行,臺北市松山區南京東路四段126號,02-25704567-,尤千美,20130217,,20240327
009,0095234,彰化商業銀行民生分行,臺北市松山區民生東路四段54-1號,02-27121311-,羅偉碩,20160801,,20240327
009,0095241,彰化商業銀行西松分行,臺北市松山區南京東路五段213號一、二樓及地下室一樓,02-27639611-,簡國憲,20130217,,20240327
009,0095258,彰化商業銀行復興分行,臺北市松山區復興北路367號,02-27173222-,羅志豪,20130217,,20240327
009,0095265,彰化商業銀行台北世貿中心分行,臺北市信義區基隆路一段333號3樓,02-27203101-,陳秋玲,20130217,,20240327
009,0095272,彰化商業銀行敦化分行,臺北市大安區敦化南路二段71號,02-27849821-,簡振東,20130217,,20240327
009,0095289,彰化商業銀行建國分行,臺北市大安區仁愛路三段136號,02-27033737-,劉淑玲,20130217,,20240327
009,0095296,彰化商業銀行內湖分行,臺北市內湖區瑞湖街19號、21號及21號2樓,02-26590766-,劉淑芬,20161109,,20240327
009,0095307,彰化商業銀行天母分行,臺北市士林區德行西路33、35號1樓,02-28333232-,沈家珍,20130217,,20240327
009,0095314,彰化商業銀行中正分行,臺北市中正區金山南路一段47號1樓、地下1樓,02-23560000,吳晋昇,20130217,,20240327
009,0095321,彰化商業銀行仁和分行,臺北市大安區仁愛路四段31、31-1號,02-27514066-,朱一誠,20130217,,20240327
009,0095338,彰化商業銀行永春分行,臺北市信義區基隆路一段176之1號1樓、176號2樓之1,02-27682322-,陳蓉,20220224,,20240327
009,0095345,彰化商業銀行光隆分行,臺北市信義區光復南路577、579號1、2樓，基隆路二段76、78、80號1、2樓,02-27207678,楊淑眞,20130217,,20240327
009,0095352,彰化商業銀行木柵分行,臺北市文山區木新路三段46、46-3、48、48-1號及46號地下1樓,02-86617377,王一銘,20160520,,20240327
009,0095369,彰化商業銀行新湖分行,臺北市內湖區新湖二路180號,02-27931616,林木坤,20230630,,20240327
009,0095376,彰化商業銀行東湖分行,臺北市內湖區民權東路六段109號一樓,02-27904567,謝堯聖,20130217,,20240327
009,0095383,彰化商業銀行南港科學園區分行,臺北市南港區園區街3號2樓之3,02-26558169,劉建杉,20130217,,20240327
009,0095390,彰化商業銀行北投分行,臺北市北投區大業路452巷6號1樓,02-28968585,陳雅慧,20130217,,20240327
009,0095401,彰化商業銀行和平分行,臺北市大安區和平東路三段106號、106之1號,02-33169009,王聰仁,20230630,,20240327
009,0095418,彰化商業銀行東興分行,臺北市松山區八德路4段88號1、2樓,02-21711115,張玉青,20230630,,20240327
009,0095425,彰化商業銀行龍潭分行,桃園市龍潭區中正路240之3號1、2樓,03-4891238,董慧萍,20230703,,20240327
009,0095432,彰化商業銀行汐科分行,新北市汐止區大同路一段215之1號、217號1樓、2樓、2樓之1、2樓之2,02-21653111,黃和雄,20130617,,20240327
009,0095456,彰化商業銀行新樹分行,新北市新莊區新樹路266-1號1，2樓,02-22086767,江孟真,20161007,,20240327
009,0095463,彰化商業銀行立德分行,新北市中和區立德街140號及142號1樓,02-22239888-,盧鳳彬,20130217,,20240327
009,0095470,彰化商業銀行泰山分行,新北市泰山區全興路111號1、2樓,02-22970809,董雨英,20130217,,20240327
009,0095487,彰化商業銀行五股工業區分行,新北市新莊區五工五路3-1號,02-22993311,蔡明慧,20130217,,20240327
009,0095494,彰化商業銀行南新莊分行,新北市新莊區中正路657之1號,02-29066599-,張婉琴,20220224,,20240327
009,0095505,彰化商業銀行三重埔分行,新北市三重區重新路一段89號,02-29733450-,李雅芳,20130217,,20240327
009,0095512,彰化商業銀行北三重埔分行,新北市三重區正義北路68號1、2樓,02-29823111-,李明蓉,20130217,,20240327
009,0095529,彰化商業銀行新店分行,新北市新店區北新路一段135號,02-29141650,尹振華,20130217,,20240327
009,0095536,彰化商業銀行永和分行,新北市永和區永和路二段69號1樓、2樓、地下1樓,02-29243334-,黃正一,20130217,,20240327
009,0095543,彰化商業銀行瑞芳分行,新北市瑞芳區明燈路三段38、40號及民權街鐵路巷1-4號,02-24972860-,陳淑惠,20220224,,20240327
009,0095550,彰化商業銀行新莊分行,新北市新莊區新泰路119號,02-29937101-,林美杏,20220224,,20240327
009,0095567,彰化商業銀行樹林分行,新北市樹林區中山路一段135號,02-26813621-,楊麗蘭,20220224,,20240327
009,0095574,彰化商業銀行板橋分行,新北市板橋區中山路一段22號,02-29628161-,古聆利,20130217,,20240327
009,0095581,彰化商業銀行三峽分行,新北市三峽區文化路89號,02-26711261-,林錦莉,20220224,,20240327
009,0095598,彰化商業銀行福和分行,新北市永和區福和路139號,02-29221171-,廖胤昭,20220224,,20240327
009,0095609,彰化商業銀行光復分行,新北市板橋區中山路二段62號,02-29619181,曾士展,20130217,,20240327
